group,traj,frame,particle,label
1,6,900,361,1
1,2,500,758,0
1,4,600,546,0
1,5,900,469,1
1,1,600,59,0
1,2,400,94,0
1,7,400,271,1
1,9,600,47,1
1,7,400,109,1
1,2,300,386,1
1,1,800,331,0
1,8,500,544,1
1,6,800,587,1
1,2,200,795,0
1,3,200,366,1
1,3,800,507,0
1,6,300,43,1
1,5,900,441,0
1,3,800,124,0
1,3,100,512,1
1,1,500,127,0
1,6,400,396,0
1,2,800,142,0
1,3,800,109,0
1,5,300,329,1
1,3,900,303,0
1,3,300,592,0
1,8,800,651,1
1,8,700,493,1
1,0,800,147,0
1,2,500,10,0
1,7,400,281,1
1,5,600,217,0
1,9,600,628,1
1,9,100,557,1
1,8,500,611,1
1,5,700,380,1
1,8,900,186,1
1,7,400,382,1
1,0,900,250,0
1,8,400,739,1
1,6,100,413,0
1,6,100,484,1
1,7,200,405,1
1,3,600,501,0
1,4,500,583,1
1,1,300,487,0
1,7,800,572,1
1,2,900,271,0
1,9,800,78,1
1,6,300,190,1
1,0,200,252,0
1,6,200,582,1
1,2,900,833,0
1,0,300,350,0
1,1,400,607,0
1,3,900,61,0
1,2,200,756,0
1,4,300,623,0
1,0,600,356,0
1,6,700,726,1
1,7,800,664,1
1,0,900,72,0
1,3,100,589,0
1,6,600,324,1
1,6,800,681,1
1,2,500,525,0
1,8,900,600,1
1,7,200,606,1
1,4,500,663,0
1,7,500,253,1
1,2,800,845,0
1,7,300,636,1
1,4,600,632,0
1,7,100,753,1
1,0,900,172,0
1,2,200,856,1
1,5,100,25,1
1,8,200,766,1
1,0,300,489,0
1,3,800,400,0
1,7,800,331,1
1,3,400,591,0
1,4,700,233,0
1,6,400,619,1
1,1,200,608,0
1,2,600,144,0
1,2,700,540,0
1,5,800,622,1
1,1,900,624,0
1,5,700,46,0
1,2,600,408,0
1,6,600,801,1
1,3,300,811,0
1,6,200,471,1
1,4,200,790,0
1,7,200,404,0
1,4,700,597,0
1,4,100,508,1
1,4,700,582,0
1,8,500,172,1
1,9,900,372,1
1,9,200,183,1
1,5,700,460,1
1,4,300,10,1
1,8,900,2,1
1,3,400,8,0
1,9,100,670,1
1,6,200,724,1
1,4,500,45,0
1,4,500,699,1
1,9,600,207,1
1,3,700,233,0
1,9,800,322,1
1,5,700,858,1
1,9,500,120,1
1,2,200,737,1
1,1,300,154,0
1,4,600,773,1
1,5,500,100,1
1,9,400,221,1
1,4,600,104,0
1,9,200,850,1
1,6,200,393,1
1,0,900,774,0
1,3,800,780,0
1,1,500,849,0
1,8,700,243,1
1,2,500,859,0
1,0,400,516,0
1,9,100,477,1
1,0,400,131,0
1,7,300,288,1
1,5,900,787,1
1,3,600,288,0
1,7,200,701,1
1,9,600,749,1
1,8,600,295,1
1,8,500,144,1
1,8,700,859,1
1,1,800,232,0
1,0,500,662,0
1,6,600,720,1
1,0,700,741,0
1,0,800,634,0
1,8,700,659,1
1,1,900,355,0
1,4,700,22,0
1,7,300,405,0
1,2,300,149,0
1,8,600,788,1
1,2,700,292,0
1,3,300,387,0
1,7,900,749,1
1,9,600,80,1
1,6,700,288,1
1,8,900,208,1
1,3,400,703,0
1,2,700,802,0
1,7,600,504,1
1,8,900,756,1
1,4,800,493,0
1,3,100,2,0
1,3,400,374,0
1,9,100,718,1
1,9,600,667,1
1,5,400,503,1
1,4,500,268,0
1,1,600,653,0
1,0,300,520,0
1,1,800,326,0
1,8,300,71,1
1,8,600,653,1
1,4,300,761,0
1,9,100,197,1
1,3,700,42,0
1,4,200,216,1
1,7,900,531,1
1,2,200,462,1
1,3,600,299,0
1,1,800,102,0
1,3,900,89,0
1,1,300,386,0
1,2,300,515,0
1,3,100,60,1
1,3,800,418,0
1,8,200,663,1
1,1,200,574,1
1,1,500,343,0
1,9,200,543,1
1,8,300,676,1
1,6,300,140,1
1,1,800,116,0
1,0,200,778,1
1,3,900,271,0
1,7,100,681,1
1,5,200,377,1
1,4,900,511,0
1,3,800,185,0
1,0,900,357,0
1,2,400,472,0
1,0,900,770,0
1,1,900,613,0
1,5,400,853,1
1,1,900,262,0
1,1,300,676,1
1,0,600,186,0
1,8,100,665,1
1,7,900,204,1
1,5,500,840,1
1,9,500,641,1
1,6,100,11,1
1,0,200,370,1
1,1,100,617,0
1,0,200,587,0
1,0,500,45,0
1,0,400,297,0
1,0,300,778,0
1,7,900,701,1
1,0,800,859,0
1,7,400,514,1
1,7,100,572,1
1,2,700,809,0
1,4,500,261,0
1,5,800,757,1
1,9,900,196,1
1,5,300,747,1
1,2,200,64,1
1,9,800,307,1
1,1,700,624,1
1,1,700,380,0
1,7,200,786,1
1,0,700,451,0
1,7,900,837,1
1,6,900,184,1
1,0,500,679,0
1,6,900,166,1
1,5,800,42,1
1,2,500,343,0
1,2,100,269,0
1,3,800,859,0
1,6,300,529,1
1,4,500,634,1
1,5,200,163,0
1,2,300,807,0
1,2,300,802,1
1,7,200,856,1
1,6,800,697,1
1,4,300,266,1
1,5,200,294,0
1,8,900,430,1
1,7,300,627,1
1,5,600,775,0
1,2,700,659,0
1,2,100,128,0
1,2,100,780,1
1,9,300,801,1
1,4,700,153,1
1,2,300,633,0
1,3,400,1,0
1,2,400,807,0
1,1,600,434,0
1,0,700,781,0
1,9,800,181,1
1,1,300,635,0
1,5,200,546,0
1,9,300,165,1
1,2,800,476,0
1,5,900,571,1
1,9,500,191,1
1,8,900,368,1
1,6,400,251,1
1,6,100,78,1
1,2,800,853,0
1,0,100,859,0
1,0,800,350,0
1,8,900,560,1
1,3,200,265,1
1,5,800,558,0
1,7,800,217,1
1,7,900,227,1
1,5,200,92,1
1,6,800,503,1
1,0,900,289,0
1,2,600,810,0
1,0,400,87,0
1,8,400,230,1
1,0,200,227,0
1,0,400,430,0
1,3,800,556,0
1,2,300,466,1
1,0,500,470,0
1,8,800,607,1
1,6,800,78,1
1,0,100,304,0
1,2,400,13,0
1,4,900,159,0
1,5,400,715,1
1,4,900,807,0
1,1,600,600,0
1,0,400,558,0
1,5,900,863,1
1,9,400,198,1
1,4,900,783,0
1,1,600,505,0
1,9,700,195,1
1,3,600,39,0
1,8,800,367,1
1,1,600,375,0
1,4,400,543,1
1,6,800,233,1
1,8,700,759,1
1,8,800,613,1
1,2,800,628,0
1,3,800,293,0
1,8,300,606,1
1,7,700,766,1
1,6,300,677,1
1,4,200,308,0
1,8,300,395,1
1,0,900,851,0
1,6,500,181,1
1,2,600,734,0
1,7,400,467,1
1,2,300,860,0
1,6,200,375,1
1,4,100,235,0
1,0,900,489,0
1,1,200,508,0
1,1,200,317,0
1,5,300,806,0
1,2,700,23,0
1,0,700,121,0
1,9,600,590,1
1,1,900,364,0
1,9,600,367,1
1,5,100,628,0
1,3,900,344,0
1,1,400,640,0
1,6,700,279,1
1,1,700,264,0
1,4,400,596,0
1,1,900,511,0
1,7,800,17,1
1,7,700,777,1
1,0,800,371,0
1,9,700,320,1
1,6,500,38,1
1,0,100,406,1
1,2,700,627,0
1,2,100,644,1
1,9,100,643,1
1,9,400,560,1
1,4,500,358,0
1,0,700,619,0
1,0,600,488,0
1,1,600,177,0
1,5,700,321,1
1,8,200,497,1
1,1,500,566,0
1,5,500,655,1
1,2,400,456,0
1,4,900,433,0
1,2,800,831,0
1,8,300,518,1
1,8,200,431,1
1,0,300,93,0
1,6,800,490,1
1,3,100,826,0
1,6,300,99,0
1,2,400,628,0
1,2,200,814,0
1,5,900,379,1
1,0,700,253,0
1,7,600,344,1
1,1,900,829,0
1,2,200,15,0
1,8,500,346,1
1,4,600,151,1
1,7,600,701,1
1,4,600,600,1
1,7,500,479,1
1,4,800,200,0
1,3,900,277,0
1,9,900,289,1
1,1,100,310,0
1,6,400,177,1
1,2,100,735,0
1,9,100,796,1
1,2,100,710,0
1,6,500,734,1
1,3,700,526,0
1,8,700,116,1
1,2,100,834,1
1,4,900,381,0
1,3,400,526,0
1,7,300,796,1
1,8,400,2,1
1,6,200,825,1
1,2,800,545,0
1,5,900,204,1
1,9,400,79,1
1,9,600,762,1
1,0,600,825,0
1,1,100,434,0
1,0,900,513,0
1,8,200,248,1
1,2,200,858,1
1,2,900,491,0
1,0,300,276,1
1,3,900,618,0
1,2,600,428,0
1,9,900,808,1
1,1,400,401,0
1,2,100,179,1
1,7,800,154,1
1,7,500,76,1
1,1,600,449,0
1,6,500,352,1
1,8,800,779,1
1,3,800,298,0
1,5,800,164,1
1,7,600,377,1
1,0,900,389,0
1,2,400,460,0
1,1,800,842,0
1,6,400,134,1
1,1,900,527,0
1,0,200,293,0
1,9,700,230,1
1,2,100,574,0
1,4,600,700,0
1,6,500,593,1
1,9,100,292,1
1,1,400,298,0
1,9,200,438,1
1,2,400,363,0
1,6,900,776,1
1,3,200,183,0
1,0,900,822,0
1,0,900,457,0
1,8,200,221,1
1,8,900,224,1
1,3,500,834,0
1,4,300,256,1
1,1,700,269,0
1,3,900,449,0
1,9,900,657,1
1,4,400,330,0
1,0,700,703,0
1,9,400,549,1
1,4,100,564,1
1,2,400,636,0
1,6,600,795,1
1,8,500,48,1
1,7,700,395,1
1,8,900,682,1
1,9,700,618,1
1,3,700,365,0
1,5,800,549,0
1,4,500,303,0
1,9,400,812,1
1,7,400,240,1
1,1,600,327,0
1,3,700,805,0
1,9,900,33,1
1,4,300,823,1
1,4,200,326,0
1,1,600,692,0
1,4,100,57,0
1,0,700,487,0
1,7,700,526,1
1,2,700,423,0
1,4,500,53,1
1,8,100,439,1
1,8,100,574,1
1,2,700,254,0
1,7,500,732,1
1,4,800,183,0
1,3,900,191,0
1,8,200,659,1
1,5,200,523,1
1,1,700,493,1
1,5,800,329,1
1,7,600,352,1
1,1,300,567,0
1,1,400,106,0
1,3,300,728,0
1,2,600,706,0
1,2,800,839,0
1,0,300,391,0
1,0,400,709,0
1,5,900,157,0
1,8,200,283,1
1,8,900,723,1
1,6,300,521,0
1,5,800,627,1
1,2,300,312,1
1,8,200,790,1
1,7,600,12,1
1,0,300,263,0
1,5,400,427,1
1,3,700,822,0
1,5,800,316,0
1,3,900,73,0
1,6,300,259,1
1,8,200,419,1
1,1,800,574,0
1,5,100,133,1
1,2,300,237,0
1,0,800,138,1
1,7,500,847,1
1,4,300,654,0
1,3,600,272,0
1,2,900,804,0
1,3,400,604,0
1,6,100,811,1
1,2,200,351,0
1,5,400,845,1
1,9,900,562,1
1,2,200,682,1
1,2,600,502,0
1,0,200,215,1
1,6,200,672,1
1,1,600,645,0
1,8,400,152,1
1,2,100,69,0
1,5,700,707,1
1,1,600,772,0
1,4,200,199,1
1,4,900,91,0
1,6,600,38,1
1,6,200,331,1
1,2,300,719,0
1,6,700,386,1
1,1,700,793,1
1,5,200,414,1
1,1,700,491,0
1,0,600,503,0
1,8,400,722,1
1,5,700,570,1
1,9,400,489,1
1,6,600,288,1
1,2,300,614,0
1,0,800,754,0
1,8,300,464,1
1,4,900,722,0
1,1,800,671,0
1,2,700,693,0
1,7,400,324,1
1,9,200,110,1
1,2,700,90,1
1,6,500,160,1
1,6,900,368,1
1,3,600,66,0
1,8,700,527,1
1,9,800,381,1
1,2,200,445,1
1,1,800,6,0
1,5,400,706,1
1,4,100,339,1
1,3,500,27,0
1,5,900,654,1
1,3,900,818,0
1,1,100,355,0
1,6,600,394,0
1,0,800,766,0
1,0,500,388,0
1,5,400,353,1
1,3,700,133,0
1,6,200,670,1
1,7,500,252,1
1,6,900,248,1
1,3,500,741,0
1,3,900,39,0
1,5,100,189,0
1,1,400,416,0
1,4,600,434,1
1,6,900,435,1
1,2,700,683,0
1,1,200,437,0
1,5,500,682,0
1,5,700,482,1
1,0,100,426,0
1,6,700,428,1
1,1,200,755,0
1,2,800,727,0
1,1,900,471,0
1,0,800,676,0
1,6,400,27,1
1,4,400,781,0
1,2,300,601,0
1,1,200,71,1
1,8,100,800,1
1,5,800,26,0
1,3,500,826,0
1,0,200,717,0
1,6,900,337,0
1,8,600,363,1
1,7,500,627,1
1,9,700,479,1
1,7,900,654,1
1,3,300,655,0
1,4,100,164,1
1,9,500,169,1
1,6,100,362,1
1,1,500,133,0
1,1,300,851,0
1,0,400,761,0
1,4,600,290,0
1,9,900,664,1
1,8,400,858,1
1,2,500,338,0
1,2,100,482,0
1,0,500,422,0
1,5,400,514,1
1,7,800,246,1
1,1,200,387,0
1,4,800,610,0
1,1,500,690,0
1,4,700,665,1
1,2,900,662,0
1,7,800,180,1
1,6,400,440,1
1,1,900,135,0
1,2,500,844,0
1,3,600,337,0
1,4,700,156,0
1,4,300,863,1
1,1,500,618,0
1,3,500,167,0
1,0,800,508,0
1,7,800,187,1
1,7,900,768,1
1,1,600,629,0
1,5,100,56,1
1,4,500,195,1
1,3,800,96,0
1,2,600,259,0
1,0,900,529,0
1,5,500,834,1
1,9,700,615,1
1,0,500,723,0
1,1,100,414,0
1,7,800,27,1
1,2,500,381,0
1,0,600,172,0
1,6,400,254,1
1,6,200,619,1
1,4,600,238,1
1,3,100,525,0
1,3,800,421,0
1,3,800,464,0
1,9,700,192,1
1,9,700,500,1
1,7,600,674,1
1,9,100,112,1
1,3,500,800,0
1,9,100,521,1
1,1,600,658,0
1,4,900,717,0
1,1,900,401,0
1,7,500,46,1
1,2,800,224,0
1,2,400,485,0
1,6,100,425,1
1,9,100,790,1
1,0,100,688,0
1,8,100,717,1
1,4,200,252,0
1,7,700,637,1
1,7,600,442,1
1,7,300,502,1
1,6,300,560,1
1,0,100,634,0
1,3,500,572,0
1,7,200,284,1
1,1,600,106,0
1,6,500,656,1
1,1,700,384,0
1,9,200,368,1
1,2,800,709,0
1,7,600,683,1
1,0,700,420,0
1,9,600,860,1
1,7,100,614,1
1,7,800,661,1
1,9,900,92,1
1,9,800,787,1
1,1,600,447,0
1,7,800,733,1
1,2,300,810,0
1,0,500,187,0
1,0,800,324,0
1,9,200,255,1
1,0,300,223,0
1,6,900,564,1
1,1,400,703,0
1,5,400,448,1
1,1,700,296,1
1,8,400,193,1
1,5,600,309,1
1,9,600,200,1
1,2,400,546,0
1,6,400,184,1
1,4,200,152,1
1,1,800,807,0
1,6,600,124,1
1,9,700,589,1
1,9,600,661,1
1,4,800,696,0
1,1,700,168,1
1,4,100,522,0
1,2,300,140,0
1,2,900,445,0
1,1,700,366,0
1,7,800,159,1
1,5,900,308,1
1,7,100,214,1
1,7,300,515,1
1,2,100,669,0
1,7,300,658,1
1,7,400,707,1
1,9,500,633,1
1,4,600,607,1
1,2,300,239,0
1,3,500,31,0
1,4,200,654,0
1,2,600,841,0
1,0,900,582,0
1,9,300,433,1
1,2,400,529,0
1,0,600,29,0
1,6,700,225,1
1,0,900,580,0
1,0,700,40,1
1,2,700,273,0
1,0,200,580,0
1,6,300,69,1
1,1,500,256,0
1,9,600,483,1
1,8,700,163,1
1,2,400,792,0
1,2,400,67,0
1,2,800,680,0
1,4,800,197,0
1,1,200,82,0
1,4,500,647,0
1,1,900,753,0
1,6,900,709,1
1,0,500,349,0
1,6,600,476,1
1,5,800,354,0
1,7,100,93,1
1,4,900,41,0
1,9,900,89,1
1,5,800,717,1
1,1,200,444,0
1,2,800,227,0
1,4,200,56,0
1,8,200,407,1
1,0,900,103,0
1,7,100,790,0
1,1,300,705,0
1,0,100,762,0
1,4,700,817,1
1,2,100,353,0
1,4,100,412,1
1,9,900,642,1
1,9,700,781,1
1,9,400,735,1
1,8,200,364,1
1,5,400,604,1
1,2,500,174,0
1,4,600,367,0
1,9,400,529,1
1,2,700,634,0
1,9,400,733,1
1,2,900,522,0
1,3,600,120,0
1,2,700,844,0
1,4,900,188,0
1,4,200,703,1
1,1,400,342,0
1,3,200,484,0
1,1,100,507,0
1,4,200,671,1
1,1,400,852,0
1,4,500,246,0
1,3,700,712,0
1,9,800,831,1
1,3,700,58,0
1,3,200,348,1
1,9,500,533,1
1,0,200,693,0
1,9,700,148,1
1,7,200,525,1
1,8,700,212,1
1,8,900,188,1
1,9,900,323,1
1,1,800,839,0
1,9,500,27,1
1,5,700,623,1
1,0,700,294,1
1,0,500,127,0
1,0,200,604,0
1,7,700,179,1
1,0,800,182,0
1,7,500,146,1
1,2,900,805,0
1,8,200,478,1
1,6,600,95,1
1,2,800,519,0
1,9,300,693,1
1,3,600,326,0
1,9,100,327,1
1,2,900,172,0
1,3,500,440,0
1,2,900,548,0
1,9,200,4,1
1,6,300,239,1
1,1,200,161,0
1,0,800,444,0
1,0,800,799,0
1,8,700,175,1
1,7,800,231,1
1,9,500,814,1
1,4,900,298,0
1,4,400,727,1
1,7,100,196,1
1,6,200,656,1
1,9,600,698,1
1,1,400,27,0
1,6,500,508,1
1,2,200,185,0
1,9,500,569,1
1,5,200,42,1
1,5,200,604,1
1,2,300,482,1
1,9,100,188,1
1,1,700,170,1
1,0,400,716,0
1,1,300,834,0
1,6,300,425,1
1,3,400,586,0
1,5,300,322,1
1,0,400,41,0
1,3,500,768,0
1,5,500,853,1
1,0,700,771,0
1,4,700,220,0
1,2,400,83,0
1,4,600,518,1
1,5,600,66,1
1,2,100,517,0
1,3,800,510,0
1,0,800,607,0
1,1,200,764,0
1,6,500,457,1
1,8,900,576,1
1,4,200,509,1
1,9,700,513,1
1,0,700,825,0
1,7,500,262,1
1,3,300,438,0
1,2,300,772,0
1,9,100,211,1
1,9,900,223,1
1,1,200,200,0
1,0,800,136,0
1,7,500,436,1
1,4,300,206,1
1,2,500,426,0
1,8,800,576,1
1,3,100,143,0
1,6,300,469,1
1,7,100,811,1
1,1,700,814,1
1,3,900,87,0
1,6,700,54,1
1,4,900,552,0
1,2,500,517,0
1,0,600,236,0
1,6,700,475,1
1,7,200,190,1
1,5,500,136,1
1,1,800,355,0
1,6,300,859,1
1,2,400,212,0
1,2,800,818,0
1,9,100,715,1
1,5,300,734,1
1,9,200,275,1
1,2,700,132,0
1,4,700,583,0
1,3,300,98,0
1,8,700,181,1
1,0,400,715,0
1,3,800,615,0
1,8,100,62,1
1,2,900,588,0
1,2,600,490,0
1,7,800,679,1
1,4,100,181,0
1,3,900,153,0
1,3,100,401,0
1,8,700,838,1
1,3,600,619,1
1,2,900,306,0
1,8,300,253,1
1,5,300,464,1
1,9,300,364,1
1,3,300,613,0
1,3,400,854,0
1,8,200,679,1
1,3,500,464,0
1,9,200,774,1
1,2,600,546,0
1,2,100,430,0
1,1,900,786,0
1,8,300,353,1
1,6,100,150,1
1,6,800,534,1
1,9,200,337,1
1,8,600,323,1
1,8,900,349,1
1,8,900,204,1
1,4,300,584,1
1,2,600,136,0
1,6,200,812,1
1,8,600,590,1
1,3,800,831,0
1,2,200,368,1
1,3,200,631,0
1,1,700,594,1
1,2,800,492,0
1,7,100,654,1
1,6,300,565,1
1,6,600,191,1
1,5,800,651,0
1,4,500,551,0
1,2,600,297,0
1,0,800,9,0
1,0,800,479,0
1,0,600,27,0
1,7,300,691,1
1,3,600,803,0
1,5,200,699,1
1,7,900,435,1
1,0,500,295,0
1,5,700,300,1
1,6,500,195,1
1,7,100,494,1
1,7,300,689,1
1,1,300,302,1
1,1,400,485,0
1,3,300,223,0
1,3,900,519,0
1,5,500,290,1
1,5,400,381,1
1,8,300,576,1
1,1,200,106,0
1,7,900,739,1
1,1,900,181,0
1,4,500,557,1
1,9,600,120,1
1,1,400,594,0
1,7,600,563,1
1,0,200,845,0
1,0,800,246,0
1,3,600,552,1
1,3,200,329,0
1,8,400,818,1
1,8,900,3,1
1,4,200,350,1
1,0,300,813,0
1,4,600,194,1
1,8,800,450,1
1,0,200,31,0
1,8,600,691,1
1,0,200,637,0
1,1,400,44,0
1,4,800,22,0
1,0,400,9,0
1,9,300,416,1
1,1,900,68,0
1,8,400,56,1
1,2,700,771,0
1,7,500,754,1
1,3,400,327,0
1,1,700,33,0
1,9,900,339,1
1,2,600,285,0
1,9,900,497,1
1,2,100,134,0
1,6,200,719,1
1,3,200,638,0
1,1,800,414,0
1,2,300,146,0
1,6,800,572,1
1,5,800,313,1
1,6,200,280,1
1,6,400,830,1
1,5,100,217,1
1,8,700,371,1
1,0,800,755,0
1,8,500,83,1
1,9,700,137,1
1,3,500,321,0
1,2,600,599,1
1,8,800,128,1
1,9,700,588,1
1,2,100,835,0
1,8,500,831,1
1,4,400,448,1
1,6,100,703,1
1,3,900,637,0
1,7,600,63,1
1,0,600,556,0
1,0,400,856,0
1,7,900,294,1
1,1,500,144,0
1,1,200,839,0
1,3,900,526,0
1,8,800,582,1
1,5,600,111,0
1,1,400,109,0
1,6,100,727,1
1,1,100,296,0
1,7,700,215,1
1,3,800,817,0
1,9,200,228,1
1,5,300,599,1
1,0,700,417,0
1,2,500,190,0
1,9,600,104,1
1,2,500,429,0
1,4,800,363,0
1,7,900,186,1
1,6,900,698,1
1,2,300,162,0
1,3,200,16,0
1,1,900,522,0
1,7,400,528,1
1,8,800,751,1
1,3,100,488,1
1,7,600,812,1
1,9,300,125,1
1,8,300,196,1
1,1,900,443,0
1,1,600,246,0
1,3,400,600,0
1,1,300,683,0
1,7,400,212,1
1,6,200,354,1
1,4,400,646,1
1,3,300,96,0
1,9,800,256,1
1,1,300,670,1
1,6,400,357,1
1,3,300,558,0
1,8,700,43,1
1,9,200,555,1
1,5,500,370,1
1,3,100,341,0
1,7,700,112,1
1,8,800,560,1
1,1,300,443,0
1,4,500,431,0
1,9,300,5,1
1,3,100,422,1
1,0,200,859,0
1,7,100,527,1
1,5,600,676,0
1,8,200,180,1
1,5,200,360,1
1,6,100,179,1
1,8,800,746,1
1,2,100,469,0
1,1,800,649,0
1,0,400,295,0
1,1,400,589,0
1,2,400,355,0
1,1,400,40,0
1,0,800,685,0
1,9,300,322,1
1,1,200,605,0
1,3,500,462,0
1,0,600,350,0
1,5,500,158,0
1,5,800,625,1
1,8,800,317,1
1,1,200,617,0
1,3,800,354,0
1,6,400,588,1
1,3,800,503,0
1,1,700,497,0
1,6,800,416,1
1,1,400,674,0
1,0,400,158,0
1,5,600,863,0
1,3,600,352,0
1,7,600,50,1
1,4,400,552,1
1,4,400,586,1
1,3,800,486,0
1,8,900,617,1
1,6,100,415,1
1,4,600,335,0
1,1,100,819,0
1,7,300,733,1
1,4,900,778,0
1,4,100,2,0
1,0,300,863,0
1,3,500,816,0
1,6,300,808,1
1,4,300,825,1
1,2,400,166,0
1,2,800,239,0
1,2,900,31,0
1,5,800,2,1
1,9,100,494,1
1,1,100,298,0
1,8,600,516,1
1,3,200,119,1
1,4,500,329,1
1,1,600,53,0
1,6,900,455,1
1,8,500,207,1
1,7,600,732,1
1,7,600,8,1
1,1,700,140,1
1,6,600,681,1
1,3,300,741,0
1,4,700,747,1
1,5,100,141,1
1,3,100,181,0
1,0,900,9,0
1,7,500,499,1
1,2,300,648,0
1,1,400,331,0
1,8,300,814,1
1,0,200,74,0
1,9,100,155,1
1,6,400,643,1
1,4,600,764,1
1,2,200,215,0
1,4,400,539,0
1,9,400,510,1
1,2,400,435,0
1,4,100,862,1
1,7,600,836,1
1,3,600,177,0
1,8,400,773,1
1,5,300,125,0
1,4,700,304,1
1,2,800,381,0
1,3,200,139,1
1,6,100,623,1
1,2,500,51,0
1,8,300,770,1
1,1,300,263,1
1,6,300,729,1
1,5,700,5,1
1,9,900,225,1
1,2,500,301,0
1,7,900,649,1
1,7,300,773,1
1,1,200,623,0
1,4,200,530,0
1,8,900,818,1
1,5,900,187,1
1,2,400,609,0
1,2,200,720,1
1,1,200,206,1
1,5,800,198,1
1,4,400,218,0
1,3,100,233,0
1,4,400,337,0
1,1,500,835,0
1,6,900,802,1
1,8,100,746,1
1,1,500,310,1
1,0,800,65,0
1,2,800,354,0
1,1,100,182,0
1,2,100,142,0
1,9,800,811,1
1,9,600,831,1
1,8,400,307,1
1,1,400,445,1
1,9,300,300,1
1,2,600,452,0
1,1,300,515,0
1,7,100,478,1
1,5,900,275,1
1,2,600,700,0
1,3,100,375,0
1,0,500,605,0
1,4,300,217,1
1,5,100,621,1
1,7,900,15,1
1,3,900,206,0
1,2,100,859,1
1,0,300,626,0
1,0,100,736,0
1,8,700,837,1
1,2,100,516,0
1,8,300,97,1
1,7,500,497,1
1,7,200,441,1
1,5,300,479,0
1,3,100,102,0
1,1,300,349,0
1,9,500,268,1
1,2,700,655,0
1,1,200,486,0
1,1,800,140,0
1,9,300,69,1
1,7,700,729,1
1,4,300,850,0
1,4,900,336,0
1,0,900,31,0
1,6,100,308,1
1,7,700,83,1
1,2,200,202,1
1,8,900,504,1
1,5,900,651,1
1,0,800,260,0
1,5,300,287,1
1,4,400,63,0
1,3,100,727,1
1,6,100,585,1
1,4,800,698,0
1,6,800,525,1
1,4,600,630,1
1,4,700,229,0
1,7,100,178,1
1,1,600,240,0
1,4,100,656,0
1,8,900,268,1
1,6,100,460,1
1,4,600,72,0
1,8,700,423,1
1,5,900,19,1
1,2,500,574,0
1,1,700,715,0
1,0,700,239,0
1,4,700,239,0
1,4,500,375,0
1,3,300,13,0
1,1,500,763,0
1,3,200,728,0
1,7,900,312,1
1,7,400,391,1
1,7,100,121,1
1,9,800,459,1
1,9,500,91,1
1,2,800,324,0
1,7,800,783,1
1,1,400,306,0
1,2,100,470,0
1,0,400,798,0
1,0,300,590,0
1,7,200,395,1
1,6,200,765,1
1,2,200,323,0
1,7,700,390,1
1,8,200,597,1
1,3,800,606,0
1,4,900,76,0
1,1,400,801,0
1,1,800,429,0
1,1,800,204,0
1,2,800,843,0
1,0,500,160,0
1,6,300,431,1
1,9,500,345,1
1,2,800,40,0
1,4,500,301,1
1,3,900,221,0
1,5,600,193,1
1,9,900,341,1
1,7,300,444,1
1,9,100,823,1
1,6,300,745,1
1,1,800,209,1
1,7,300,726,1
1,7,800,280,1
1,2,600,820,0
1,8,100,109,1
1,6,900,142,1
1,0,500,851,0
1,7,200,824,1
1,8,100,258,1
